date,clutch,treatment,age_days,age,time of day,time,time_group,intial # eggs,total_hatched,H,NH,percentage,notes
20150805,230,dark,5,5.75,18,36,7,10,0,0,10,0,
20150805,231,dark,5,5.75,18,36,7,10,0,0,10,0,
20150805,232,dark,5,5.75,18,36,7,10,0,10,0,1,
20150805,233,dark,5,5.75,18,36,7,10,0,10,0,1,
20150805,234,dark,5,5.75,18,36,7,10,0,0,10,0,
20150805,235,dark,5,5.75,18,36,7,10,4,4,6,0.4,
20150805,236,dark,5,5.75,18,36,7,10,2,8,2,0.8,
20150805,238,dark,5,5.75,18,36,7,7,0,7,0,1,
20150805,239,dark,5,5.75,18,36,7,7,1,1,6,0.142857143,
20150805,240,dark,5,5.75,18,36,7,7,0,7,0,1,
20150805,221,light,5,5.75,18,36,7,10,2,5,5,0.5,
20150805,222,light,5,5.75,18,36,7,7,0,2,5,0.285714286,
20150805,230,light,5,5.75,18,36,7,10,0,2,8,0.2,
20150805,231,light,5,5.75,18,36,7,10,2,2,8,0.2,
20150805,232,light,5,5.75,18,36,7,10,4,8,2,0.8,
20150805,233,light,5,5.75,18,36,7,10,0,6,4,0.6,
20150805,234,light,5,5.75,18,36,7,10,0,0,10,0,
20150805,235,light,5,5.75,18,36,7,10,2,8,2,0.8,
20150805,236,light,5,5.75,18,36,7,10,1,7,3,0.7,
20150805,238,light,5,5.75,18,36,7,7,0,7,0,1,
20150805,239,light,5,5.75,18,36,7,7,1,3,4,0.428571429,
20150805,240,light,5,5.75,18,36,7,7,2,3,4,0.428571429,
20150805,221,photoperiod,5,5.75,18,36,7,10,0,4,6,0.4,
20150805,222,photoperiod,5,5.75,18,36,7,7,2,2,5,0.285714286,
20150805,230,photoperiod,5,5.75,18,36,7,10,5,8,2,0.8,
20150805,231,photoperiod,5,5.75,18,36,7,10,0,0,10,0,
20150805,232,photoperiod,5,5.75,18,36,7,10,2,9,1,0.9,
20150805,233,photoperiod,5,5.75,18,36,7,10,0,6,4,0.6,
20150805,234,photoperiod,5,5.75,18,36,7,10,0,3,7,0.3,
20150805,235,photoperiod,5,5.75,18,36,7,7,0,1,6,0.142857143,
20150805,236,photoperiod,5,5.75,18,36,7,10,0,3,7,0.3,
20150805,238,photoperiod,5,5.75,18,36,7,7,0,7,0,1,
20150805,239,photoperiod,5,5.75,18,36,7,7,6,7,0,1,
20150805,240,photoperiod,5,5.75,18,36,7,7,1,1,6,0.142857143,
20150805,221,dark,5,5.833333333,20,38,7,10,1,6,4,0.6,
20150805,222,dark,5,5.833333333,20,38,7,7,1,1,6,0.142857143,
20150805,230,dark,5,5.833333333,20,38,7,10,0,0,10,0,
20150805,231,dark,5,5.833333333,20,38,7,10,0,0,10,0,
20150805,232,dark,5,5.833333333,20,38,7,10,0,10,0,1,
20150805,233,dark,5,5.833333333,20,38,7,10,0,10,0,1,
20150805,234,dark,5,5.833333333,20,38,7,10,1,1,9,0.1,
20150805,235,dark,5,5.833333333,20,38,7,10,4,8,2,0.8,
20150805,236,dark,5,5.833333333,20,38,7,10,0,8,2,0.8,
20150805,238,dark,5,5.833333333,20,38,7,7,0,7,0,1,
20150805,239,dark,5,5.833333333,20,38,7,7,0,1,6,0.142857143,
20150805,240,dark,5,5.833333333,20,38,7,7,0,7,0,1,
20150805,221,light,5,5.833333333,20,38,7,10,1,6,4,0.6,
20150805,222,light,5,5.833333333,20,38,7,7,1,3,4,0.428571429,
20150805,230,light,5,5.833333333,20,38,7,10,0,2,8,0.2,
20150805,231,light,5,5.833333333,20,38,7,10,1,3,7,0.3,
20150805,232,light,5,5.833333333,20,38,7,10,0,8,2,0.8,
20150805,233,light,5,5.833333333,20,38,7,10,0,6,4,0.6,
20150805,234,light,5,5.833333333,20,38,7,10,0,0,10,0,
20150805,235,light,5,5.833333333,20,38,7,10,0,8,2,0.8,
20150805,236,light,5,5.833333333,20,38,7,10,1,8,2,0.8,
20150805,238,light,5,5.833333333,20,38,7,7,0,7,0,1,
20150805,239,light,5,5.833333333,20,38,7,7,0,3,4,0.428571429,
20150805,240,light,5,5.833333333,20,38,7,7,3,6,1,0.857142857,
20150805,221,photoperiod,5,5.833333333,20,38,7,10,5,9,1,0.9,
20150805,222,photoperiod,5,5.833333333,20,38,7,7,5,7,0,1,
20150805,230,photoperiod,5,5.833333333,20,38,7,10,2,10,0,1,
20150805,231,photoperiod,5,5.833333333,20,38,7,10,8,8,2,0.8,
20150805,232,photoperiod,5,5.833333333,20,38,7,10,1,10,0,1,
20150805,233,photoperiod,5,5.833333333,20,38,7,10,4,10,0,1,
20150805,234,photoperiod,5,5.833333333,20,38,7,10,7,10,0,1,
20150805,235,photoperiod,5,5.833333333,20,38,7,7,6,7,0,1,
20150805,236,photoperiod,5,5.833333333,20,38,7,10,7,10,0,1,
20150805,238,photoperiod,5,5.833333333,20,38,7,7,0,7,0,1,
20150805,239,photoperiod,5,5.833333333,20,38,7,7,0,7,0,1,
20150805,240,photoperiod,5,5.833333333,20,38,7,7,6,7,0,1,
20150805,221,dark,5,5.916666667,22,40,7,10,0,6,4,0.6,
20150805,222,dark,5,5.916666667,22,40,7,7,0,1,6,0.142857143,
20150805,230,dark,5,5.916666667,22,40,7,10,2,2,8,0.2,
20150805,231,dark,5,5.916666667,22,40,7,10,0,0,10,0,
20150805,232,dark,5,5.916666667,22,40,7,10,0,10,0,1,
20150805,233,dark,5,5.916666667,22,40,7,10,0,10,0,1,
20150805,234,dark,5,5.916666667,22,40,7,10,7,8,2,0.8,
20150805,235,dark,5,5.916666667,22,40,7,10,0,8,2,0.8,
20150805,236,dark,5,5.916666667,22,40,7,10,1,9,1,0.9,
20150805,238,dark,5,5.916666667,22,40,7,7,0,7,0,1,
20150805,239,dark,5,5.916666667,22,40,7,7,0,1,6,0.142857143,
20150805,240,dark,5,5.916666667,22,40,7,7,0,7,0,1,
20150805,221,light,5,5.916666667,22,40,7,10,1,7,3,0.7,
20150805,222,light,5,5.916666667,22,40,7,7,0,3,4,0.428571429,
20150805,230,light,5,5.916666667,22,40,7,10,0,2,8,0.2,
20150805,231,light,5,5.916666667,22,40,7,10,2,5,5,0.5,
20150805,232,light,5,5.916666667,22,40,7,10,0,8,2,0.8,
20150805,233,light,5,5.916666667,22,40,7,10,2,8,2,0.8,
20150805,234,light,5,5.916666667,22,40,7,10,0,0,10,0,
20150805,235,light,5,5.916666667,22,40,7,10,0,8,2,0.8,
20150805,236,light,5,5.916666667,22,40,7,10,0,8,2,0.8,
20150805,238,light,5,5.916666667,22,40,7,7,0,7,0,1,
20150805,239,light,5,5.916666667,22,40,7,7,0,3,4,0.428571429,
20150805,240,light,5,5.916666667,22,40,7,7,0,6,1,0.857142857,
20150805,221,photoperiod,5,5.916666667,22,40,7,10,0,9,1,0.9,
20150805,222,photoperiod,5,5.916666667,22,40,7,7,0,7,0,1,
20150805,230,photoperiod,5,5.916666667,22,40,7,10,0,10,0,1,
20150805,231,photoperiod,5,5.916666667,22,40,7,10,0,8,2,0.8,
20150805,232,photoperiod,5,5.916666667,22,40,7,10,0,10,0,1,
20150805,233,photoperiod,5,5.916666667,22,40,7,10,0,10,0,1,
20150805,234,photoperiod,5,5.916666667,22,40,7,10,0,10,0,1,
20150805,235,photoperiod,5,5.916666667,22,40,7,7,0,7,0,1,
20150805,236,photoperiod,5,5.916666667,22,40,7,10,0,10,0,1,
20150805,238,photoperiod,5,5.916666667,22,40,7,7,0,7,0,1,
20150805,239,photoperiod,5,5.916666667,22,40,7,7,0,7,0,1,
20150805,240,photoperiod,5,5.916666667,22,40,7,7,0,7,0,1,
20150806,221,dark,6,6,0,42,8,10,4,10,0,1,
20150806,222,dark,6,6,0,42,8,7,6,7,0,1,
20150806,230,dark,6,6,0,42,8,10,7,9,1,0.9,
20150806,231,dark,6,6,0,42,8,10,6,6,4,0.6,
20150806,232,dark,6,6,0,42,8,10,0,10,0,1,
20150806,233,dark,6,6,0,42,8,10,0,10,0,1,
20150806,234,dark,6,6,0,42,8,10,0,8,2,0.8,
20150806,235,dark,6,6,0,42,8,10,2,10,0,1,
20150806,236,dark,6,6,0,42,8,10,1,10,0,1,
20150806,238,dark,6,6,0,42,8,7,0,7,0,1,
20150806,239,dark,6,6,0,42,8,7,3,4,3,0.571428571,
20150806,240,dark,6,6,0,42,8,7,0,7,0,1,
20150806,221,light,6,6,0,42,8,10,3,10,0,1,
20150806,222,light,6,6,0,42,8,7,0,3,4,0.428571429,
20150806,230,light,6,6,0,42,8,10,5,7,3,0.7,
20150806,231,light,6,6,0,42,8,10,0,5,5,0.5,
20150806,232,light,6,6,0,42,8,10,0,8,2,0.8,
20150806,233,light,6,6,0,42,8,10,2,10,0,1,
20150806,234,light,6,6,0,42,8,10,0,0,10,0,
20150806,235,light,6,6,0,42,8,10,0,8,2,0.8,
20150806,236,light,6,6,0,42,8,10,0,8,2,0.8,
20150806,238,light,6,6,0,42,8,7,0,7,0,1,
20150806,239,light,6,6,0,42,8,7,0,3,4,0.428571429,
20150806,240,light,6,6,0,42,8,7,0,6,1,0.857142857,
20150806,221,photoperiod,6,6,0,42,8,10,0,9,1,0.9,
20150806,222,photoperiod,6,6,0,42,8,7,0,7,0,1,
20150806,230,photoperiod,6,6,0,42,8,10,0,10,0,1,
20150806,231,photoperiod,6,6,0,42,8,10,0,8,2,0.8,
20150806,232,photoperiod,6,6,0,42,8,10,0,10,0,1,
20150806,233,photoperiod,6,6,0,42,8,10,0,10,0,1,
20150806,234,photoperiod,6,6,0,42,8,10,0,10,0,1,
20150806,235,photoperiod,6,6,0,42,8,7,0,7,0,1,
20150806,236,photoperiod,6,6,0,42,8,10,0,10,0,1,
20150806,238,photoperiod,6,6,0,42,8,7,0,7,0,1,
20150806,239,photoperiod,6,6,0,42,8,7,0,7,0,1,
20150806,240,photoperiod,6,6,0,42,8,7,0,7,0,1,
20150806,221,dark,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,222,dark,6,6.083333333,2,44,8,7,0,7,0,1,
20150806,230,dark,6,6.083333333,2,44,8,10,0,9,1,0.9,
20150806,231,dark,6,6.083333333,2,44,8,10,0,6,4,0.6,
20150806,232,dark,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,233,dark,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,234,dark,6,6.083333333,2,44,8,10,1,9,1,0.9,
20150806,235,dark,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,236,dark,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,238,dark,6,6.083333333,2,44,8,7,0,7,0,1,
20150806,239,dark,6,6.083333333,2,44,8,7,1,5,2,0.714285714,
20150806,240,dark,6,6.083333333,2,44,8,7,0,7,0,1,
20150806,221,light,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,222,light,6,6.083333333,2,44,8,7,0,3,4,0.428571429,
20150806,230,light,6,6.083333333,2,44,8,10,0,7,3,0.7,
20150806,231,light,6,6.083333333,2,44,8,10,0,5,5,0.5,
20150806,232,light,6,6.083333333,2,44,8,10,0,8,2,0.8,
20150806,233,light,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,234,light,6,6.083333333,2,44,8,10,0,0,10,0,
20150806,235,light,6,6.083333333,2,44,8,10,0,8,2,0.8,
20150806,236,light,6,6.083333333,2,44,8,10,2,10,0,1,
20150806,238,light,6,6.083333333,2,44,8,7,0,7,0,1,
20150806,239,light,6,6.083333333,2,44,8,7,3,6,1,0.857142857,
20150806,240,light,6,6.083333333,2,44,8,7,0,6,1,0.857142857,
20150806,221,photoperiod,6,6.083333333,2,44,8,10,0,9,1,0.9,
20150806,222,photoperiod,6,6.083333333,2,44,8,7,0,7,0,1,
20150806,230,photoperiod,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,231,photoperiod,6,6.083333333,2,44,8,10,1,9,1,0.9,
20150806,232,photoperiod,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,233,photoperiod,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,234,photoperiod,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,235,photoperiod,6,6.083333333,2,44,8,7,0,7,0,1,
20150806,236,photoperiod,6,6.083333333,2,44,8,10,0,10,0,1,
20150806,238,photoperiod,6,6.083333333,2,44,8,7,0,7,0,1,
20150806,239,photoperiod,6,6.083333333,2,44,8,7,0,7,0,1,
20150806,240,photoperiod,6,6.083333333,2,44,8,7,0,7,0,1,
20150806,221,dark,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,222,dark,6,6.166666667,4,46,8,7,0,7,0,1,
20150806,230,dark,6,6.166666667,4,46,8,10,1,10,0,1,
20150806,231,dark,6,6.166666667,4,46,8,10,0,6,4,0.6,
20150806,232,dark,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,233,dark,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,234,dark,6,6.166666667,4,46,8,10,0,9,1,0.9,
20150806,235,dark,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,236,dark,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,238,dark,6,6.166666667,4,46,8,7,0,7,0,1,
20150806,239,dark,6,6.166666667,4,46,8,7,0,5,2,0.714285714,
20150806,240,dark,6,6.166666667,4,46,8,7,0,7,0,1,
20150806,221,light,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,222,light,6,6.166666667,4,46,8,7,4,7,0,1,
20150806,230,light,6,6.166666667,4,46,8,10,1,8,2,0.8,
20150806,231,light,6,6.166666667,4,46,8,10,0,5,5,0.5,
20150806,232,light,6,6.166666667,4,46,8,10,0,8,2,0.8,
20150806,233,light,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,234,light,6,6.166666667,4,46,8,10,4,4,6,0.4,
20150806,235,light,6,6.166666667,4,46,8,10,0,8,2,0.8,
20150806,236,light,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,238,light,6,6.166666667,4,46,8,7,0,7,0,1,
20150806,239,light,6,6.166666667,4,46,8,7,0,6,1,0.857142857,
20150806,240,light,6,6.166666667,4,46,8,7,1,7,0,1,
20150806,221,photoperiod,6,6.166666667,4,46,8,10,0,9,1,0.9,
20150806,222,photoperiod,6,6.166666667,4,46,8,7,0,7,0,1,
20150806,230,photoperiod,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,231,photoperiod,6,6.166666667,4,46,8,10,0,9,1,0.9,
20150806,232,photoperiod,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,233,photoperiod,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,234,photoperiod,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,235,photoperiod,6,6.166666667,4,46,8,7,0,7,0,1,
20150806,236,photoperiod,6,6.166666667,4,46,8,10,0,10,0,1,
20150806,238,photoperiod,6,6.166666667,4,46,8,7,0,7,0,1,
20150806,239,photoperiod,6,6.166666667,4,46,8,7,0,7,0,1,
20150806,240,photoperiod,6,6.166666667,4,46,8,7,0,7,0,1,
20150806,221,dark,6,6.25,6,48,9,10,0,10,0,1,
20150806,222,dark,6,6.25,6,48,9,7,0,7,0,1,
20150806,230,dark,6,6.25,6,48,9,10,0,10,0,1,
20150806,231,dark,6,6.25,6,48,9,10,1,7,3,0.7,
20150806,232,dark,6,6.25,6,48,9,10,0,10,0,1,
20150806,233,dark,6,6.25,6,48,9,10,0,10,0,1,
20150806,234,dark,6,6.25,6,48,9,10,0,9,1,0.9,
20150806,235,dark,6,6.25,6,48,9,10,0,10,0,1,
20150806,236,dark,6,6.25,6,48,9,10,0,10,0,1,
20150806,238,dark,6,6.25,6,48,9,7,0,7,0,1,
20150806,239,dark,6,6.25,6,48,9,7,0,5,2,0.714285714,
20150806,240,dark,6,6.25,6,48,9,7,0,7,0,1,
20150806,221,light,6,6.25,6,48,9,10,0,10,0,1,
20150806,222,light,6,6.25,6,48,9,7,0,7,0,1,
20150806,230,light,6,6.25,6,48,9,10,1,9,1,0.9,
20150806,231,light,6,6.25,6,48,9,10,1,6,4,0.6,
20150806,232,light,6,6.25,6,48,9,10,0,8,2,0.8,
20150806,233,light,6,6.25,6,48,9,10,0,10,0,1,
20150806,234,light,6,6.25,6,48,9,10,0,4,6,0.4,
20150806,235,light,6,6.25,6,48,9,10,1,9,1,0.9,
20150806,236,light,6,6.25,6,48,9,10,0,10,0,1,
20150806,238,light,6,6.25,6,48,9,7,0,7,0,1,
20150806,239,light,6,6.25,6,48,9,7,0,6,1,0.857142857,
20150806,240,light,6,6.25,6,48,9,7,0,7,0,1,
20150806,221,photoperiod,6,6.25,6,48,9,10,0,9,1,0.9,
20150806,222,photoperiod,6,6.25,6,48,9,7,0,7,0,1,
20150806,230,photoperiod,6,6.25,6,48,9,10,0,10,0,1,
20150806,231,photoperiod,6,6.25,6,48,9,10,1,10,0,1,
20150806,232,photoperiod,6,6.25,6,48,9,10,0,10,0,1,
20150806,233,photoperiod,6,6.25,6,48,9,10,0,10,0,1,
20150806,234,photoperiod,6,6.25,6,48,9,10,0,10,0,1,
20150806,235,photoperiod,6,6.25,6,48,9,7,0,7,0,1,
20150806,236,photoperiod,6,6.25,6,48,9,10,0,10,0,1,
20150806,238,photoperiod,6,6.25,6,48,9,7,0,7,0,1,
20150806,239,photoperiod,6,6.25,6,48,9,7,0,7,0,1,
20150806,240,photoperiod,6,6.25,6,48,9,7,0,7,0,1,
20150806,221,dark,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,222,dark,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,230,dark,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,231,dark,6,6.333333333,8,50,9,10,1,8,2,0.8,
20150806,232,dark,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,233,dark,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,234,dark,6,6.333333333,8,50,9,10,1,10,0,1,
20150806,235,dark,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,236,dark,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,238,dark,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,239,dark,6,6.333333333,8,50,9,7,1,6,1,0.857142857,
20150806,240,dark,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,221,light,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,222,light,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,230,light,6,6.333333333,8,50,9,10,0,9,1,0.9,
20150806,231,light,6,6.333333333,8,50,9,10,0,6,4,0.6,
20150806,232,light,6,6.333333333,8,50,9,10,0,8,2,0.8,
20150806,233,light,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,234,light,6,6.333333333,8,50,9,10,0,4,6,0.4,
20150806,235,light,6,6.333333333,8,50,9,10,0,9,1,0.9,
20150806,236,light,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,238,light,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,239,light,6,6.333333333,8,50,9,7,0,6,1,0.857142857,
20150806,240,light,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,221,photoperiod,6,6.333333333,8,50,9,10,1,10,0,1,
20150806,222,photoperiod,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,230,photoperiod,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,231,photoperiod,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,232,photoperiod,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,233,photoperiod,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,234,photoperiod,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,235,photoperiod,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,236,photoperiod,6,6.333333333,8,50,9,10,0,10,0,1,
20150806,238,photoperiod,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,239,photoperiod,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,240,photoperiod,6,6.333333333,8,50,9,7,0,7,0,1,
20150806,221,dark,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,222,dark,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,230,dark,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,231,dark,6,6.416666667,10,52,9,10,0,8,2,0.8,
20150806,232,dark,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,233,dark,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,234,dark,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,235,dark,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,236,dark,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,238,dark,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,239,dark,6,6.416666667,10,52,9,7,0,6,1,0.857142857,
20150806,240,dark,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,221,light,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,222,light,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,230,light,6,6.416666667,10,52,9,10,1,10,0,1,
20150806,231,light,6,6.416666667,10,52,9,10,0,6,4,0.6,
20150806,232,light,6,6.416666667,10,52,9,10,0,8,2,0.8,
20150806,233,light,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,234,light,6,6.416666667,10,52,9,10,0,4,6,0.4,
20150806,235,light,6,6.416666667,10,52,9,10,1,10,0,1,
20150806,236,light,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,238,light,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,239,light,6,6.416666667,10,52,9,7,0,6,1,0.857142857,
20150806,240,light,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,221,photoperiod,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,222,photoperiod,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,230,photoperiod,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,231,photoperiod,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,232,photoperiod,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,233,photoperiod,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,234,photoperiod,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,235,photoperiod,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,236,photoperiod,6,6.416666667,10,52,9,10,0,10,0,1,
20150806,238,photoperiod,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,239,photoperiod,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,240,photoperiod,6,6.416666667,10,52,9,7,0,7,0,1,
20150806,221,dark,6,6.5,12,54,10,10,0,10,0,1,
20150806,222,dark,6,6.5,12,54,10,7,0,7,0,1,
